ID, start, start-shifted, finish, finish-shifted, elapsed, succeeded
1, 1566721953238, 1, 1566721953623, 386, 385, true
2, 1566721953237, 0, 1566721953624, 387, 387, true
3, 1566721953237, 0, 1566721953632, 395, 395, true
4, 1566721953238, 1, 1566721953622, 385, 384, true
5, 1566721953238, 1, 1566721953617, 380, 379, true
6, 1566721953238, 1, 1566721953633, 396, 395, true
7, 1566721953240, 3, 1566721953628, 391, 388, true
8, 1566721953249, 12, 1566721953620, 383, 371, true
9, 1566721953250, 13, 1566721953624, 387, 374, true
10, 1566721953250, 13, 1566721953620, 383, 370, true
11, 1566721953251, 14, 1566721953634, 397, 383, true
12, 1566721953260, 23, 1566721953619, 382, 359, true
13, 1566721953261, 24, 1566721953629, 392, 368, true
14, 1566721953270, 33, 1566721953628, 391, 358, true
15, 1566721953271, 34, 1566721953621, 384, 350, true
16, 1566721953272, 35, 1566721953629, 392, 357, true
17, 1566721953273, 36, 1566721953623, 386, 350, true
18, 1566721953274, 37, 1566721953626, 389, 352, true
19, 1566721953355, 118, 1566721953616, 379, 261, true
20, 1566721953366, 129, 1566721953616, 379, 250, true
21, 1566721953368, 131, 1566721953625, 388, 257, true
22, 1566721953372, 135, 1566721953629, 392, 257, true
23, 1566721953417, 180, 1566721953631, 394, 214, true
24, 1566721953419, 182, 1566721953631, 394, 212, true
25, 1566721953422, 185, 1566721953631, 394, 209, true
26, 1566721953424, 187, 1566721953631, 394, 207, true
27, 1566721953427, 190, 1566721953655, 418, 228, true
28, 1566721953427, 190, 1566721953646, 409, 219, true
29, 1566721953428, 191, 1566721953645, 408, 217, true
30, 1566721953429, 192, 1566721953646, 409, 217, true
31, 1566721953430, 193, 1566721953646, 409, 216, true
32, 1566721953431, 194, 1566721953646, 409, 215, true
33, 1566721953432, 195, 1566721953643, 406, 211, true
34, 1566721953433, 196, 1566721953642, 405, 209, true
35, 1566721953441, 204, 1566721953646, 409, 205, true
36, 1566721953443, 206, 1566721953648, 411, 205, true
37, 1566721953444, 207, 1566721953648, 411, 204, true
38, 1566721953445, 208, 1566721953652, 415, 207, true
39, 1566721953446, 209, 1566721953652, 415, 206, true
40, 1566721953448, 211, 1566721953653, 416, 205, true
41, 1566721953448, 211, 1566721953653, 416, 205, true
42, 1566721953450, 213, 1566721953655, 418, 205, true
43, 1566721953450, 213, 1566721953655, 418, 205, true
44, 1566721953453, 216, 1566721953660, 423, 207, true
45, 1566721953453, 216, 1566721953659, 422, 206, true
46, 1566721953456, 219, 1566721953663, 426, 207, true
47, 1566721953456, 219, 1566721953663, 426, 207, true
48, 1566721953458, 221, 1566721953666, 429, 208, true
49, 1566721953459, 222, 1566721953665, 428, 206, true
50, 1566721953460, 223, 1566721953666, 429, 206, true
51, 1566721953461, 224, 1566721953667, 430, 206, true
52, 1566721953462, 225, 1566721953666, 429, 204, true
53, 1566721953464, 227, 1566721953668, 431, 204, true
54, 1566721953466, 229, 1566721953671, 434, 205, true
55, 1566721953469, 232, 1566721953673, 436, 204, true
56, 1566721953471, 234, 1566721953678, 441, 207, true
57, 1566721953471, 234, 1566721953678, 441, 207, true
58, 1566721953473, 236, 1566721953678, 441, 205, true
59, 1566721953474, 237, 1566721953680, 443, 206, true
60, 1566721953475, 238, 1566721953680, 443, 205, true
61, 1566721953476, 239, 1566721953681, 444, 205, true
62, 1566721953478, 241, 1566721953683, 446, 205, true
63, 1566721953478, 241, 1566721953683, 446, 205, true
64, 1566721953480, 243, 1566721953686, 449, 206, true
65, 1566721953480, 243, 1566721953686, 449, 206, true
66, 1566721953482, 245, 1566721953693, 456, 211, true
67, 1566721953489, 252, 1566721953696, 459, 207, true
68, 1566721953492, 255, 1566721953699, 462, 207, true
69, 1566721953493, 256, 1566721953700, 463, 207, true
70, 1566721953496, 259, 1566721953705, 468, 209, true
71, 1566721953496, 259, 1566721953705, 468, 209, true
72, 1566721953499, 262, 1566721953705, 468, 206, true
73, 1566721953500, 263, 1566721953705, 468, 205, true
74, 1566721953502, 265, 1566721953709, 472, 207, true
75, 1566721953502, 265, 1566721953709, 472, 207, true
76, 1566721953505, 268, 1566721953713, 476, 208, true
