ID, start, start-shifted, finish, finish-shifted, elapsed, succeeded
1, 1566722081758, 0, 1566722082170, 412, 412, true
2, 1566722081765, 7, 1566722082177, 419, 412, true
3, 1566722081766, 8, 1566722082155, 397, 389, true
4, 1566722081771, 13, 1566722082150, 392, 379, true
5, 1566722081773, 15, 1566722082149, 391, 376, true
6, 1566722081773, 15, 1566722082152, 394, 379, true
7, 1566722081775, 17, 1566722082157, 399, 382, true
8, 1566722081775, 17, 1566722082144, 386, 369, true
9, 1566722081779, 21, 1566722082158, 400, 379, true
10, 1566722081781, 23, 1566722082154, 396, 373, true
11, 1566722081785, 27, 1566722082146, 388, 361, true
12, 1566722081786, 28, 1566722082179, 421, 393, true
13, 1566722081787, 29, 1566722082172, 414, 385, true
14, 1566722081788, 30, 1566722082143, 385, 355, true
15, 1566722081788, 30, 1566722082142, 384, 354, true
16, 1566722081789, 31, 1566722082145, 387, 356, true
17, 1566722081793, 35, 1566722082153, 395, 360, true
18, 1566722081793, 35, 1566722082144, 386, 351, true
19, 1566722081874, 116, 1566722082148, 390, 274, true
20, 1566722081883, 125, 1566722082154, 396, 271, true
21, 1566722081886, 128, 1566722082148, 390, 262, true
22, 1566722081887, 129, 1566722082148, 390, 261, true
23, 1566722081889, 131, 1566722082153, 395, 264, true
24, 1566722081894, 136, 1566722082160, 402, 266, true
25, 1566722081898, 140, 1566722082146, 388, 248, true
26, 1566722081943, 185, 1566722082160, 402, 217, true
27, 1566722081946, 188, 1566722082161, 403, 215, true
28, 1566722081946, 188, 1566722082161, 403, 215, true
29, 1566722081953, 195, 1566722082165, 407, 212, true
30, 1566722081954, 196, 1566722082162, 404, 208, true
31, 1566722081955, 197, 1566722082166, 408, 211, true
32, 1566722081956, 198, 1566722082166, 408, 210, true
33, 1566722081957, 199, 1566722082166, 408, 209, true
34, 1566722081958, 200, 1566722082166, 408, 208, true
35, 1566722081959, 201, 1566722082166, 408, 207, true
36, 1566722081961, 203, 1566722082168, 410, 207, true
37, 1566722081962, 204, 1566722082168, 410, 206, true
38, 1566722081963, 205, 1566722082169, 411, 206, true
39, 1566722081964, 206, 1566722082169, 411, 205, true
40, 1566722081966, 208, 1566722082173, 415, 207, true
41, 1566722081966, 208, 1566722082174, 416, 208, true
42, 1566722081968, 210, 1566722082177, 419, 209, true
43, 1566722081969, 211, 1566722082176, 418, 207, true
44, 1566722081971, 213, 1566722082180, 422, 209, true
45, 1566722081971, 213, 1566722082180, 422, 209, true
46, 1566722081972, 214, 1566722082181, 423, 209, true
47, 1566722081974, 216, 1566722082181, 423, 207, true
48, 1566722081975, 217, 1566722082178, 420, 203, true
49, 1566722081976, 218, 1566722082184, 426, 208, true
50, 1566722081977, 219, 1566722082184, 426, 207, true
51, 1566722081978, 220, 1566722082185, 427, 207, true
52, 1566722081979, 221, 1566722082185, 427, 206, true
53, 1566722081980, 222, 1566722082188, 430, 208, true
54, 1566722081981, 223, 1566722082188, 430, 207, true
55, 1566722081982, 224, 1566722082188, 430, 206, true
56, 1566722081984, 226, 1566722082189, 431, 205, true
57, 1566722081984, 226, 1566722082191, 433, 207, true
58, 1566722081986, 228, 1566722082191, 433, 205, true
59, 1566722081986, 228, 1566722082191, 433, 205, true
60, 1566722081988, 230, 1566722082193, 435, 205, true
61, 1566722081988, 230, 1566722082193, 435, 205, true
62, 1566722081990, 232, 1566722082195, 437, 205, true
63, 1566722081991, 233, 1566722082195, 437, 204, true
64, 1566722081992, 234, 1566722082198, 440, 206, true
65, 1566722081993, 235, 1566722082199, 441, 206, true
66, 1566722081995, 237, 1566722082206, 448, 211, true
67, 1566722081995, 237, 1566722082200, 442, 205, true
68, 1566722081997, 239, 1566722082202, 444, 205, true
69, 1566722081997, 239, 1566722082202, 444, 205, true
70, 1566722081999, 241, 1566722082205, 447, 206, true
71, 1566722082000, 242, 1566722082206, 448, 206, true
72, 1566722082002, 244, 1566722082207, 449, 205, true
73, 1566722082002, 244, 1566722082207, 449, 205, true
74, 1566722082004, 246, 1566722082213, 455, 209, true
75, 1566722082004, 246, 1566722082213, 455, 209, true
76, 1566722082006, 248, 1566722082214, 456, 208, true
